Date,ID,Tweet,User id,User name,User screen name,User location,User url,User description,place,Entities,Stock Symbol,Company,Search Keyword,User followers
2019-12-28 15:37:15,1210947831080636416,"And here comes my last late #Christmas gift in form of your very first and early look at the #Google #Pixel4a! 
360… https://t.co/Q9COm3aLwW",3059500674,Steve H.McFly,OnLeaks,France,https://t.co/XGTdgxAMkG,Professional Time Traveler 🕒 @Slashleaks co-owner💧Hit LIKES TAB to browse MY LEAKS 📂 NOTABLE FOLLOWERS listed in FOLLOWING LIST🎖BUSINESS onleaks@gmail.com💵,,"{'hashtags': [{'text': 'Christmas', 'indices': [28, 38]}, {'text': 'Google', 'indices': [93, 100]}, {'text': 'Pixel4a', 'indices': [101, 109]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Q9COm3aLwW', 'expanded_url': 'https://twitter.com/i/web/status/1210947831080636416', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","GOOG, GOOGL",Google,Google,105683
2019-12-22 17:29:55,1208801855184130048,"In 2000, @JLo wore a plunging, green @Versace dress to the #GRAMMYs that caused so many #Google searches that the c… https://t.co/fDEmuMYnjD",17243213,Recording Academy / GRAMMYs,RecordingAcad,Santa Monica,https://t.co/oEXNMmpAuB,"Celebrating music through the #GRAMMYs. Fostering a stronger and more inspiring world for creators through @GRAMMYAdvocacy, @MusiCares, and the @GRAMMYMuseum.",,"{'hashtags': [{'text': 'GRAMMYs', 'indices': [59, 67]}, {'text': 'Google', 'indices': [88, 95]}], 'symbols': [], 'user_mentions': [{'screen_name': 'JLo', 'name': 'Jennifer Lopez', 'id': 85603854, 'id_str': '85603854', 'indices': [9, 13]}, {'screen_name': 'Versace', 'name': 'VERSACE', 'id': 72568426, 'id_str': '72568426', 'indices': [37, 45]}], 'urls': [{'url': 'https://t.co/fDEmuMYnjD', 'expanded_url': 'https://twitter.com/i/web/status/1208801855184130048', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","GOOG, GOOGL",Google,Google,2937890
2019-12-28 07:35:00,1210826466419601410,#Google is paying tribute to #Pakistan's  renowned #singer #IqbalBano  with its doodle feature on her 81st birthday… https://t.co/KNT2Vjtu3R,149495617,The News,thenews_intl,"Karachi, Pakistan",https://t.co/I9LQ7wu05R,"Where the conversations start. Follow us for special features, breaking news & in-depth analysis; more at https://t.co/fHknDtxtph",,"{'hashtags': [{'text': 'Google', 'indices': [0, 7]}, {'text': 'Pakistan', 'indices': [29, 38]}, {'text': 'singer', 'indices': [51, 58]}, {'text': 'IqbalBano', 'indices': [59, 69]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/KNT2Vjtu3R', 'expanded_url': 'https://twitter.com/i/web/status/1210826466419601410', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","GOOG, GOOGL",Google,Google,509852
2019-12-29 23:59:57,1211436727287631872,"RT @jeffdavisshow: 11 July 2018

NATO
&amp;
United Nations

World Banking created
War making
Terrorist Organizations

#Twitter #Pinterest #Goog…",53533679,Jeff Davis Show,jeffdavisshow,Pflugerville Texas USA,https://t.co/euOPFsGn9M,"Dad, Husband, Grandpa, Son, Brother















Actor & Entertainer

30 years Radio TV Blogger

Staff Sgt @USAirForce Vet 80 - 92",,"{'hashtags': [{'text': 'Twitter', 'indices': [118, 126]}, {'text': 'Pinterest', 'indices': [127, 137]}], 'symbols': [], 'user_mentions': [{'screen_name': 'jeffdavisshow', 'name': 'Jeff Davis Show', 'id': 53533679, 'id_str': '53533679', 'indices': [3, 17]}], 'urls': []}","GOOG, GOOGL",Google,Google,363
2019-12-29 23:59:35,1211436634752684033,RT @Emolclause: #BREAKING:Now we find out courtesy of @CREWcrew that #Trump's DC Hotel SPIKED its room rates from $500/day to a WHOPPING $6…,140326665,Arlene Bond,Uptownattic,"Vancouver, WA",,"Proud second generation Italian. Embarrassed by this POTUS and proud to exercise my Constitutional right to protest, #resist",,"{'hashtags': [{'text': 'BREAKING', 'indices': [16, 25]}, {'text': 'Trump', 'indices': [69, 75]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Emolclause', 'name': 'Emoluments Clause', 'id': 802649176299466752, 'id_str': '802649176299466752', 'indices': [3, 14]}, {'screen_name': 'CREWcrew', 'name': 'Citizens for Ethics', 'id': 22187085, 'id_str': '22187085', 'indices': [54, 63]}], 'urls': []}","GOOG, GOOGL",Google,Google,260
2019-12-29 23:59:08,1211436521586413568,"RT @MaryPatriotNews: ""Santa Claus in the Boom Boom Room"" LIVE REACTION!  #HebrewIsraelites #StreetApologist #VocabMalone #money #jobs #Jesu…",2951793429,cindy wright,cwright1500,,,,,"{'hashtags': [{'text': 'HebrewIsraelites', 'indices': [73, 90]}, {'text': 'StreetApologist', 'indices': [91, 107]}, {'text': 'VocabMalone', 'indices': [108, 120]}, {'text': 'money', 'indices': [121, 127]}, {'text': 'jobs', 'indices': [128, 133]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MaryPatriotNews', 'name': 'Mary Budesheim', 'id': 3448846420, 'id_str': '3448846420', 'indices': [3, 19]}], 'urls': []}","GOOG, GOOGL",Google,Google,573
2019-12-29 23:58:54,1211436462907875328,RT @Emolclause: #BREAKING:Now--AFTER ALL THIS TIME--the #FBI has reportedly LAUNCHED an investigation into #GhislaineMaxwell's ties to #Eps…,140326665,Arlene Bond,Uptownattic,"Vancouver, WA",,"Proud second generation Italian. Embarrassed by this POTUS and proud to exercise my Constitutional right to protest, #resist",,"{'hashtags': [{'text': 'BREAKING', 'indices': [16, 25]}, {'text': 'FBI', 'indices': [56, 60]}, {'text': 'GhislaineMaxwell', 'indices': [107, 124]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Emolclause', 'name': 'Emoluments Clause', 'id': 802649176299466752, 'id_str': '802649176299466752', 'indices': [3, 14]}], 'urls': []}","GOOG, GOOGL",Google,Google,260
2019-12-29 23:58:53,1211436455366578176,"RT @DrREpstein: ""How #Google Is Eating Your Brain"" - Part 2 of an interview with me by journalist / health activist @MaryamHenein. https://…",1157675838290055168,ConservativeCaliChick,CaliChick777,"California, USA",,#MAGA #PATRIOT #CONSERVATIVE #JesusIsLord #AmericaFirst #KAG2020 #ProLife #WWG1WGA #BuildTheWall #ProLife IFB ALL Patriots and Trump Supporters!,,"{'hashtags': [{'text': 'Google', 'indices': [21, 28]}], 'symbols': [], 'user_mentions': [{'screen_name': 'DrREpstein', 'name': 'Dr. Robert Epstein', 'id': 2533655155, 'id_str': '2533655155', 'indices': [3, 14]}, {'screen_name': 'MaryamHenein', 'name': 'Maryam Henein/ #Shadowbanned (Follows Appreciated)', 'id': 80924518, 'id_str': '80924518', 'indices': [116, 129]}], 'urls': []}","GOOG, GOOGL",Google,Google,6887
2019-12-29 23:58:33,1211436373325926400,RT @MalibuSelfies: The #Malibu lavish #lifestyle is the #inspiration ☝️ behind our #parent #company @TlrWorldWidellc &amp; the #Motivation 👍 th…,33585235,TlrWorldWidellc,TlrWorldWidellc,"Malibu, CA",,Follow me here @MalibuSelfies I'm the Cool 😎 Surfer dude 🌊🏄🏽from #MalibuCalifornia #SurfsUp🌊🏄🏽 only follow me if your Cool 😎 #Malibu❤️🌊🏄🏽🏄🏽🌊🏄🏽🌊🏄🏽,,"{'hashtags': [{'text': 'Malibu', 'indices': [23, 30]}, {'text': 'lifestyle', 'indices': [38, 48]}, {'text': 'inspiration', 'indices': [56, 68]}, {'text': 'parent', 'indices': [83, 90]}, {'text': 'company', 'indices': [91, 99]}, {'text': 'Motivation', 'indices': [127, 138]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MalibuSelfies', 'name': 'MalibuSelfies™ App', 'id': 214968998, 'id_str': '214968998', 'indices': [3, 17]}, {'screen_name': 'TlrWorldWidellc', 'name': 'TlrWorldWidellc', 'id': 33585235, 'id_str': '33585235', 'indices': [100, 116]}], 'urls': []}","GOOG, GOOGL",Google,Google,360979
2019-12-29 23:57:45,1211436170913038337,"RT @nanaraythz: Congrats!!! 
#SRE #google @coursera @GCPcloud https://t.co/D3bpVmhnkF",114666114,Ric,haroric,Mexico,,"Computing engineering. Interested in: MPP databases(vertica, teradata, netezza) , relational databases, no sql, hadoop (mapr, horton). Cloud (AWS, Azure)",,"{'hashtags': [{'text': 'SRE', 'indices': [29, 33]}, {'text': 'google', 'indices': [34, 41]}], 'symbols': [], 'user_mentions': [{'screen_name': 'nanaraythz', 'name': 'NETWORK ADDRESS TRANSLATION [Nat || Nana] ✊🏾', 'id': 4873024449, 'id_str': '4873024449', 'indices': [3, 14]}, {'screen_name': 'coursera', 'name': 'Coursera', 'id': 352053266, 'id_str': '352053266', 'indices': [42, 51]}, {'screen_name': 'GCPcloud', 'name': 'Google Cloud Platform', 'id': 15813140, 'id_str': '15813140', 'indices': [52, 61]}], 'urls': [], 'media': [{'id': 1211427783085379584, 'id_str': '1211427783085379584', 'indices': [62, 85], 'media_url': 'http://pbs.twimg.com/media/EM_bJnnX0AAnrOV.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EM_bJnnX0AAnrOV.jpg', 'url': 'https://t.co/D3bpVmhnkF', 'display_url': 'pic.twitter.com/D3bpVmhnkF', 'expanded_url': 'https://twitter.com/nanaraythz/status/1211427791641698306/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1080, 'h': 840, 'resize': 'fit'}, 'small': {'w': 680, 'h': 529, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 840, 'resize': 'fit'}}, 'source_status_id': 1211427791641698306, 'source_status_id_str': '1211427791641698306', 'source_user_id': 4873024449, 'source_user_id_str': '4873024449'}]}","GOOG, GOOGL",Google,Google,380
2019-12-29 23:54:53,1211435450717659138,"RT @DrREpstein: Because interviewers keep asking me where people can get info about my kerfuffle with #Clinton, I've set up domain name htt…",826225632510144512,JamieJag ⭐️⭐️⭐️,saucy3george,"West Palm Beach, Florida",,God loving; Veteran 82nd Abn/First Female in History to serve TAB Btry XVIII Abn. Corp Artillery; #WWG1WGA,,"{'hashtags': [{'text': 'Clinton', 'indices': [102, 110]}], 'symbols': [], 'user_mentions': [{'screen_name': 'DrREpstein', 'name': 'Dr. Robert Epstein', 'id': 2533655155, 'id_str': '2533655155', 'indices': [3, 14]}], 'urls': []}","GOOG, GOOGL",Google,Google,2843
