Date,ID,Tweet,User id,User name,User screen name,User location,User url,User description,place,Entities,Stock Symbol,Company,Search Keyword,User followers
2019-12-27 23:48:26,1210709051878735872,"Can you recommend anyone for this job in #SanJose, CA? https://t.co/VI2dhuY6Tp #Samsung",750755677254000640,2020Jobs,2020Jobs,"Fort Worth, TX",https://t.co/d9GaBYkW8v,2020 Companies provides opportunities to anyone willing to learn and work hard while representing some of the most popular brands. #hiring #careers #jobs,"Place(_api=<tweepy.api.API object at 0x000001FD458941C8>, id='7d62cffe6f98f349', url='https://api.twitter.com/1.1/geo/id/7d62cffe6f98f349.json', place_type='city', name='San Jose', full_name='San Jose, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001FD458941C8>, type='Polygon', coordinates=[[[-122.035311, 37.193164], [-121.71215, 37.193164], [-121.71215, 37.469154], [-122.035311, 37.469154]]]), attributes={})","{'hashtags': [{'text': 'SanJose', 'indices': [41, 49]}, {'text': 'Samsung', 'indices': [79, 87]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/VI2dhuY6Tp', 'expanded_url': 'http://bit.ly/2MzonDT', 'display_url': 'bit.ly/2MzonDT', 'indices': [55, 78]}]}",005930.KS,Samsung,Samsung,1088
2019-12-27 23:45:02,1210708198040178688,The Best Way to Protect the Samsung Galaxy Note10+ https://t.co/nbzd9PU54W #WhitestoneDomeGlass… https://t.co/Rl2c9RzRrS,943633777904951296,𝙒𝙃𝙄𝙏𝙀𝙎𝙏𝙊𝙉𝙀𝘿𝙊𝙈𝙀_𝙐𝙆,whitestone_UK,,https://t.co/3J6K23cbGo,"Full protection You can't see 
https://t.co/3J6K23cbGo  Youtube:https://t.co/32Ky9BvpT3  
Facebook:https://t.co/PicZbkfm2o",,"{'hashtags': [{'text': 'WhitestoneDomeGlass', 'indices': [75, 95]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/nbzd9PU54W', 'expanded_url': 'https://buff.ly/2zkjIhU', 'display_url': 'buff.ly/2zkjIhU', 'indices': [51, 74]}, {'url': 'https://t.co/Rl2c9RzRrS', 'expanded_url': 'https://twitter.com/i/web/status/1210708198040178688', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [97, 120]}]}",005930.KS,Samsung,Samsung,533
2019-12-27 23:44:19,1210708017227976709,"RT @mvollmer1: What are the most wanted #SmartPhone features? 

#Apple #smartphone #iPhone #Samsung #iOS #Android #battery #EmergingTech #i…",868538540782735360,supplychain,ProcurementStar,"Frankfurt on the Main, Germany",,Tweets and news on #Procurement #SupplyChain #Sourcing,,"{'hashtags': [{'text': 'SmartPhone', 'indices': [40, 51]}, {'text': 'Apple', 'indices': [64, 70]}, {'text': 'smartphone', 'indices': [71, 82]}, {'text': 'iPhone', 'indices': [83, 90]}, {'text': 'Samsung', 'indices': [91, 99]}, {'text': 'iOS', 'indices': [100, 104]}, {'text': 'Android', 'indices': [105, 113]}, {'text': 'battery', 'indices': [114, 122]}, {'text': 'EmergingTech', 'indices': [123, 136]}], 'symbols': [], 'user_mentions': [{'screen_name': 'mvollmer1', 'name': 'Dr. Marcell Vollmer at #Celonis', 'id': 99674560, 'id_str': '99674560', 'indices': [3, 13]}], 'urls': []}",005930.KS,Samsung,Samsung,4026
2019-12-27 23:43:36,1210707835698499585,"This week’s #Android headlines; a sticky #GalaxyS11  gamble, new #S11 design leaks, #Samsung’s plans for an early l… https://t.co/ZbziqW96jr",65233,Ewan Spence,Ewan,"Edinburgh, Scotland",https://t.co/LvHXIpbYak,"Storyteller in online worlds of media and tech; covering smartphones, music, Eurovision, retro gaming, ZX Spectrum, and more (@ForbesTech @ESCInsight). /he/him/",,"{'hashtags': [{'text': 'Android', 'indices': [12, 20]}, {'text': 'GalaxyS11', 'indices': [41, 51]}, {'text': 'S11', 'indices': [65, 69]}, {'text': 'Samsung', 'indices': [84, 92]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ZbziqW96jr', 'expanded_url': 'https://twitter.com/i/web/status/1210707835698499585', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",005930.KS,Samsung,Samsung,13439
2019-12-27 23:41:11,1210707227532840960,"How do i make this shitty phone better???  Fml

#FridayFeeling #FunFactFriday #Trump #Samsung",798607981269188608,Dom_Cant_Win🍅,DomenicDAngelo1,United States,https://t.co/G2jgqHpT1a,"👉🏻》#FOLLOW Me On Instagram‼....
🖕🏻:Family. 👨‍👩‍👧...
•🤞🏼:Hard Work.🛠...
•👌🏽:Photography.📱...
•👊🏾:Graphic Dsgn. 🎨
•🖐🏿:Thinking For Myself.🤯","Place(_api=<tweepy.api.API object at 0x000001FD458941C8>, id='8bb2b7154dff918f', url='https://api.twitter.com/1.1/geo/id/8bb2b7154dff918f.json', place_type='city', name='White River Junction', full_name='White River Junction, VT', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001FD458941C8>, type='Polygon', coordinates=[[[-72.338646, 43.634717], [-72.309312, 43.634717], [-72.309312, 43.668088], [-72.338646, 43.668088]]]), attributes={})","{'hashtags': [{'text': 'FridayFeeling', 'indices': [48, 62]}, {'text': 'FunFactFriday', 'indices': [63, 77]}, {'text': 'Trump', 'indices': [78, 84]}, {'text': 'Samsung', 'indices': [85, 93]}], 'symbols': [], 'user_mentions': [], 'urls': []}",005930.KS,Samsung,Samsung,247
2019-12-27 23:39:21,1210706766004019201,"RT @AtlantaVoyeur: Virtual Frankenstein 👽
@VirtualFrankie
📢 In the beginning there was music, and it was good. 📡 #VirtualMedia #BlueHelix #…",735620699943899136,Virtual Frankenstein 👽,VirtualFrankie,"Los Angeles, CA",https://t.co/0n18yoyTc8,"📢 In the beginning there was music, and it was good. 📡 #VirtualMedia #BlueHelix #PinkFloyd #Metallica #ChrisCornell #PearlJam #Samsung",,"{'hashtags': [{'text': 'VirtualMedia', 'indices': [113, 126]}, {'text': 'BlueHelix', 'indices': [127, 137]}], 'symbols': [], 'user_mentions': [{'screen_name': 'AtlantaVoyeur', 'name': 'The Atlanta Voyeur', 'id': 1070489320484757504, 'id_str': '1070489320484757504', 'indices': [3, 17]}, {'screen_name': 'VirtualFrankie', 'name': 'Virtual Frankenstein 👽', 'id': 735620699943899136, 'id_str': '735620699943899136', 'indices': [42, 57]}], 'urls': []}",005930.KS,Samsung,Samsung,5120
2019-12-27 23:39:11,1210706724287664134,"RT @AtlantaVoyeur: Virtual Frankenstein 👽
@VirtualFrankie
📢 In the beginning there was music, and it was good. 📡 #VirtualMedia #BlueHelix #…",41656629,Blue Helix,bluehelixmusic,Seattle & São Paulo,https://t.co/4D1i5DMB1c,#BlueHelix is a musical blend of #HardRock driving rhythms & acoustic tones on the cutting edge of #ModernRock. Check out Anodyne https://t.co/S2LNlewRyA,,"{'hashtags': [{'text': 'VirtualMedia', 'indices': [113, 126]}, {'text': 'BlueHelix', 'indices': [127, 137]}], 'symbols': [], 'user_mentions': [{'screen_name': 'AtlantaVoyeur', 'name': 'The Atlanta Voyeur', 'id': 1070489320484757504, 'id_str': '1070489320484757504', 'indices': [3, 17]}, {'screen_name': 'VirtualFrankie', 'name': 'Virtual Frankenstein 👽', 'id': 735620699943899136, 'id_str': '735620699943899136', 'indices': [42, 57]}], 'urls': []}",005930.KS,Samsung,Samsung,23019
2019-12-27 22:57:09,1210696144562663425,Come watch me 2v2 on modern warfare!!!! #girlgamers #Activision #supportstreamers #COD live at https://t.co/LIuc7Zldmb,706359444636971009,Doggie_Style Gaming,DoggieStyleGame,,,"I'm a  fun, full of rage girl gamer. If your looking for a great laid back live streamer ... you've found me! https://t.co/f9Z1w5TN12",,"{'hashtags': [{'text': 'girlgamers', 'indices': [40, 51]}, {'text': 'Activision', 'indices': [52, 63]}, {'text': 'supportstreamers', 'indices': [64, 81]}, {'text': 'COD', 'indices': [82, 86]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/LIuc7Zldmb', 'expanded_url': 'https://youtu.be/sSSaB_AAGDQ', 'display_url': 'youtu.be/sSSaB_AAGDQ', 'indices': [95, 118]}]}",ATVI,Activision,Activision,133
2019-12-27 22:23:57,1210687790058328064,Check out Guitar Hero III: Legends of Rock - PS3 - 2007 - CIB With Stickers - USED #Activision https://t.co/AQe7UbnxpS via @eBay,1013545957454012417,RBWholesalers,RbWholesalers,"California, USA",,,,"{'hashtags': [{'text': 'Activision', 'indices': [83, 94]}], 'symbols': [], 'user_mentions': [{'screen_name': 'eBay', 'name': 'eBay', 'id': 19709040, 'id_str': '19709040', 'indices': [123, 128]}], 'urls': [{'url': 'https://t.co/AQe7UbnxpS', 'expanded_url': 'https://ebay.us/gICK1V', 'display_url': 'ebay.us/gICK1V', 'indices': [95, 118]}]}",ATVI,Activision,Activision,313
2019-12-27 21:37:00,1210675974305484801,"#CallofDutyModernWarfare has a baffling glitch that lets you skip tiers 
#Activision #InfinityWard

https://t.co/hvchvl7eZW",756992115943542785,AltChar,altchargames,,https://t.co/batFsoimF1,"https://t.co/wDEEt1GCK7 - Game news, reviews, guides, videos and opinions about PlayStation, XBox, PC and Switch",,"{'hashtags': [{'text': 'CallofDutyModernWarfare', 'indices': [0, 24]}, {'text': 'Activision', 'indices': [73, 84]}, {'text': 'InfinityWard', 'indices': [85, 98]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/hvchvl7eZW', 'expanded_url': 'https://www.altchar.com/game-news/cod-mws-tier-skip-glitch-aa8jL4M7Hzrl', 'display_url': 'altchar.com/game-news/cod-…', 'indices': [100, 123]}]}",ATVI,Activision,Activision,562
2019-12-27 21:17:03,1210670955061743616,"@ATVIAssist
 can I please get a response #activision #support #modernwarfare #ps4 #useless #anyonethere #doyoucare",2283497781,Max,Maximus_AFC,London,,,,"{'hashtags': [{'text': 'activision', 'indices': [41, 52]}, {'text': 'support', 'indices': [53, 61]}, {'text': 'modernwarfare', 'indices': [62, 76]}, {'text': 'ps4', 'indices': [77, 81]}, {'text': 'useless', 'indices': [82, 90]}, {'text': 'anyonethere', 'indices': [91, 103]}, {'text': 'doyoucare', 'indices': [104, 114]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ATVIAssist', 'name': 'Activision Support', 'id': 85215038, 'id_str': '85215038', 'indices': [0, 11]}], 'urls': []}",ATVI,Activision,Activision,1
2019-12-27 21:13:45,1210670123813625857,Well damn #xboxone #console #poppingoff #mixer #activision #infinityward #modernwarfare #callofduty #fuckitdude… https://t.co/jnxaG6D205,1004617162433101824,DEWEY DIJON,MrH34dsh0tz,"Illinois, USA",https://t.co/D787rNIsgS,I play on Xbox One @watchmixer and PS4. USE CREATOR CODE: MRH34DSH0TZ in fortnite item shop.,,"{'hashtags': [{'text': 'xboxone', 'indices': [10, 18]}, {'text': 'console', 'indices': [19, 27]}, {'text': 'poppingoff', 'indices': [28, 39]}, {'text': 'mixer', 'indices': [40, 46]}, {'text': 'activision', 'indices': [47, 58]}, {'text': 'infinityward', 'indices': [59, 72]}, {'text': 'modernwarfare', 'indices': [73, 87]}, {'text': 'callofduty', 'indices': [88, 99]}, {'text': 'fuckitdude', 'indices': [100, 111]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/jnxaG6D205', 'expanded_url': 'https://twitter.com/i/web/status/1210670123813625857', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [113, 136]}]}",ATVI,Activision,Activision,141
2019-12-27 20:05:01,1210652827284103169,RT @GI_Tweets: Ranks Being Reset Due to Modern Warfare XP Bug https://t.co/jVECNXsSma #Activision #InfinityWard #Microsoft,4830874743,Barbara Warman,brtwarman,,,,,"{'hashtags': [{'text': 'Activision', 'indices': [86, 97]}, {'text': 'InfinityWard', 'indices': [98, 111]}, {'text': 'Microsoft', 'indices': [112, 122]}], 'symbols': [], 'user_mentions': [{'screen_name': 'GI_Tweets', 'name': 'Gaming Instincts', 'id': 3972282072, 'id_str': '3972282072', 'indices': [3, 13]}], 'urls': [{'url': 'https://t.co/jVECNXsSma', 'expanded_url': 'https://www.gaminginstincts.com/ranks-being-reset-due-to-modern-warfare-xp-bug/', 'display_url': 'gaminginstincts.com/ranks-being-re…', 'indices': [62, 85]}]}",ATVI,Activision,Activision,31
2019-12-27 19:41:18,1210646856885141504,"@cleodeals Pure skill! 🤟

IGN: PoppyDWTrolls (SEA)

@PlayCODMobile X @Trolls 

#trollsworldtour… https://t.co/4sRyI42HxN",1198307982234148864,Bryan Cyriel Ramo,PoppyDWTrolls7,"Libertad, Butuan City, PH",,"Poppy from DreamWorks Trolls!
Welcome to Call of Duty: Mobile.",,"{'hashtags': [{'text': 'trollsworldtour', 'indices': [79, 95]}], 'symbols': [], 'user_mentions': [{'screen_name': 'cleodeals', 'name': 'Cleodeals', 'id': 791495532753465344, 'id_str': '791495532753465344', 'indices': [0, 10]}, {'screen_name': 'PlayCODMobile', 'name': 'Call of Duty: Mobile', 'id': 1166443278834659328, 'id_str': '1166443278834659328', 'indices': [52, 66]}, {'screen_name': 'Trolls', 'name': 'DreamWorks Trolls', 'id': 4579155913, 'id_str': '4579155913', 'indices': [69, 76]}], 'urls': [{'url': 'https://t.co/4sRyI42HxN', 'expanded_url': 'https://twitter.com/i/web/status/1210646856885141504', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [97, 120]}]}",ATVI,Activision,Activision,2
2019-12-27 19:38:03,1210646038815682560,"#Activision #CallofDuty #ModernWarfare This is the reason people leave games and it happens 4,5,6 times no matter w… https://t.co/vQqpB8QHpG",1150030677745840129,The1Gr8Britain,Gr8The1,,,,,"{'hashtags': [{'text': 'Activision', 'indices': [0, 11]}, {'text': 'CallofDuty', 'indices': [12, 23]}, {'text': 'ModernWarfare', 'indices': [24, 38]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/vQqpB8QHpG', 'expanded_url': 'https://twitter.com/i/web/status/1210646038815682560', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",ATVI,Activision,Activision,3
2019-12-27 19:35:58,1210645518143107073,137 Kills on Shipment with PP BIZON check it out is live #Activision #gameplay #FridayVibes #ModernWarfare… https://t.co/UlrzVj1iYm,1203094548072869888,FunkiPants,JosMend81424858,,https://t.co/batYFNS5oy,just here for the vibes,,"{'hashtags': [{'text': 'Activision', 'indices': [57, 68]}, {'text': 'gameplay', 'indices': [69, 78]}, {'text': 'FridayVibes', 'indices': [79, 91]}, {'text': 'ModernWarfare', 'indices': [92, 106]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/UlrzVj1iYm', 'expanded_url': 'https://twitter.com/i/web/status/1210645518143107073', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [108, 131]}]}",ATVI,Activision,Activision,0
2019-12-27 19:16:46,1210640685029842944,Ranks Being Reset Due to Modern Warfare XP Bug https://t.co/jVECNXsSma #Activision #InfinityWard #Microsoft,3972282072,Gaming Instincts,GI_Tweets,United States,https://t.co/IirNnF980Q,"#1 For Hottest Video Game News, Features, Guides, Top 10s and Reviews.

https://t.co/7YruFGUNnH

press@gaminginstincts.com",,"{'hashtags': [{'text': 'Activision', 'indices': [71, 82]}, {'text': 'InfinityWard', 'indices': [83, 96]}, {'text': 'Microsoft', 'indices': [97, 107]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/jVECNXsSma', 'expanded_url': 'https://www.gaminginstincts.com/ranks-being-reset-due-to-modern-warfare-xp-bug/', 'display_url': 'gaminginstincts.com/ranks-being-re…', 'indices': [47, 70]}]}",ATVI,Activision,Activision,671
2019-12-27 18:46:42,1210633118098608129,"RT @TheOkamiRex: I will see you TONIGHT at 8 PM PST!

#mixer #mixerstreamer #gamer #live #okamirex #mormari #SoCalledHeroes #discord #blizz…",555317484,DeDuke,DUKEofNEWCASTLE,Mixer Xbox One X,https://t.co/zp3WPUafUI,"Content Creator @ https://t.co/vcDINiJR1B
Founder & President of @TeamDukeStars & https://t.co/6BlFFNvF3Z… 
Partner @couchbotisalive 
Supporter & Promoter of #DeFam",,"{'hashtags': [{'text': 'mixer', 'indices': [54, 60]}, {'text': 'mixerstreamer', 'indices': [61, 75]}, {'text': 'gamer', 'indices': [76, 82]}, {'text': 'live', 'indices': [83, 88]}, {'text': 'okamirex', 'indices': [89, 98]}, {'text': 'mormari', 'indices': [99, 107]}, {'text': 'SoCalledHeroes', 'indices': [108, 123]}, {'text': 'discord', 'indices': [124, 132]}], 'symbols': [], 'user_mentions': [{'screen_name': 'TheOkamiRex', 'name': 'OkamiRex', 'id': 42810708, 'id_str': '42810708', 'indices': [3, 15]}], 'urls': []}",ATVI,Activision,Activision,2132
2019-12-27 18:09:25,1210623734647685120,"I will see you TONIGHT at 8 PM PST!

#mixer #mixerstreamer #gamer #live #okamirex #mormari #SoCalledHeroes #discord… https://t.co/cmgU1vD6bF",42810708,OkamiRex,TheOkamiRex,"Seattle, WA",https://t.co/TPVNgYh9e9,Mixer Streamer || Founder of the So-Called Heroes || Doggo Dad || Coffee Connoisseur || TheOkamiRex@gmail.com,,"{'hashtags': [{'text': 'mixer', 'indices': [37, 43]}, {'text': 'mixerstreamer', 'indices': [44, 58]}, {'text': 'gamer', 'indices': [59, 65]}, {'text': 'live', 'indices': [66, 71]}, {'text': 'okamirex', 'indices': [72, 81]}, {'text': 'mormari', 'indices': [82, 90]}, {'text': 'SoCalledHeroes', 'indices': [91, 106]}, {'text': 'discord', 'indices': [107, 115]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/cmgU1vD6bF', 'expanded_url': 'https://twitter.com/i/web/status/1210623734647685120', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",ATVI,Activision,Activision,277
2019-12-27 18:05:45,1210622813410861057,"RT @TehR3M1X: If you look or zoom in closely, their name had the word “Flyin” in it. 

So in my defense, I sent them flying 😁😆

#CallOfDuty…",949558679677947905,SocialLinks.co,SupStreamersRT2,Worldwide,https://t.co/jK4Vzbxldn,"All your social media links at one place.
https://t.co/jK4Vzbxldn",,"{'hashtags': [{'text': 'CallOfDuty', 'indices': [128, 139]}], 'symbols': [], 'user_mentions': [{'screen_name': 'TehR3M1X', 'name': 'Greg “TLBX R3M1X” M.', 'id': 54291704, 'id_str': '54291704', 'indices': [3, 12]}], 'urls': []}",ATVI,Activision,Activision,17963
2019-12-27 17:36:34,1210615469687943168,"If you look or zoom in closely, their name had the word “Flyin” in it. 

So in my defense, I sent them flying 😁😆… https://t.co/fEkRwCoTK5",54291704,Greg “TLBX R3M1X” M.,TehR3M1X,"Vermillion City, MD",https://t.co/LYOktFM8bn,Founder/CEO/Editor in Chief for @TehLunchboxPub/@SIGoldenGaming,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/fEkRwCoTK5', 'expanded_url': 'https://twitter.com/i/web/status/1210615469687943168', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]}",ATVI,Activision,Activision,387
2019-12-27 17:31:32,1210614202009899009,"Something lite with the Kar and Desert eagle #Codtopplays
#Blackops4 #codmobile #bo4 #treyarch #ps4gamer #ps4 #mw2… https://t.co/ns3qHRQnRG",1203679729506754561,Al,stonedgamer_,,,Alpha 🐺 Cannabis Enthusiast 💨 COD Player 🎮IG @stoned_gamer_,,"{'hashtags': [{'text': 'Codtopplays', 'indices': [45, 57]}, {'text': 'Blackops4', 'indices': [58, 68]}, {'text': 'codmobile', 'indices': [69, 79]}, {'text': 'bo4', 'indices': [80, 84]}, {'text': 'treyarch', 'indices': [85, 94]}, {'text': 'ps4gamer', 'indices': [95, 104]}, {'text': 'ps4', 'indices': [105, 109]}, {'text': 'mw2', 'indices': [110, 114]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ns3qHRQnRG', 'expanded_url': 'https://twitter.com/i/web/status/1210614202009899009', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}",ATVI,Activision,Activision,142
