Date,ID,Tweet,User id,User name,User screen name,User location,User url,User description,place,Entities,Stock Symbol,Company,Search Keyword,User followers
2019-12-22 17:29:55,1208801855184130048,"In 2000, @JLo wore a plunging, green @Versace dress to the #GRAMMYs that caused so many #Google searches that the c… https://t.co/fDEmuMYnjD",17243213,Recording Academy / GRAMMYs,RecordingAcad,Santa Monica,https://t.co/oEXNMmpAuB,"Celebrating music through the #GRAMMYs. Fostering a stronger and more inspiring world for creators through @GRAMMYAdvocacy, @MusiCares, and the @GRAMMYMuseum.",,"{'hashtags': [{'text': 'GRAMMYs', 'indices': [59, 67]}, {'text': 'Google', 'indices': [88, 95]}], 'symbols': [], 'user_mentions': [{'screen_name': 'JLo', 'name': 'Jennifer Lopez', 'id': 85603854, 'id_str': '85603854', 'indices': [9, 13]}, {'screen_name': 'Versace', 'name': 'VERSACE', 'id': 72568426, 'id_str': '72568426', 'indices': [37, 45]}], 'urls': [{'url': 'https://t.co/fDEmuMYnjD', 'expanded_url': 'https://twitter.com/i/web/status/1208801855184130048', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","GOOG, GOOGL",Google,Google,2937902
2019-12-20 07:52:36,1207931792772272129,"This is the worst part of #Google , it remembers all about @arivalayam

When you search ""ஓசி .. "" Google lists comp… https://t.co/ke6m7da6Ar",2703383215,CTR.Nirmal kumar,CTR_Nirmalkumar,chennai,,Nirmal Kumar - BJP State President IT & Social Media,,"{'hashtags': [{'text': 'Google', 'indices': [26, 33]}], 'symbols': [], 'user_mentions': [{'screen_name': 'arivalayam', 'name': 'DMK', 'id': 275172055, 'id_str': '275172055', 'indices': [59, 70]}], 'urls': [{'url': 'https://t.co/ke6m7da6Ar', 'expanded_url': 'https://twitter.com/i/web/status/1207931792772272129', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","GOOG, GOOGL",Google,Google,6380
2019-12-25 12:29:36,1209813442389061632,"From Pixel 4 XL to the Pixel 2 XL: What I learned from downgrading.
Read more: https://t.co/pnmIhonCUW

#technology… https://t.co/shY0YRHlp2",95438524,Android Authority,AndroidAuth,,https://t.co/zuzeGMgjgP,https://t.co/V0a08spYa4 - Your source for all things Android!,,"{'hashtags': [{'text': 'technology', 'indices': [104, 115]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/pnmIhonCUW', 'expanded_url': 'https://andauth.co/7rXlBz', 'display_url': 'andauth.co/7rXlBz', 'indices': [79, 102]}, {'url': 'https://t.co/shY0YRHlp2', 'expanded_url': 'https://twitter.com/i/web/status/1209813442389061632', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","GOOG, GOOGL",Google,Google,1022321
2019-12-26 23:59:59,1210349570041012225,RT @Emolclause: #BREAKING:Now we find out courtesy of @CREWcrew that #Trump's DC Hotel SPIKED its room rates from $500/day to a WHOPPING $6…,3325705647,She's petty AF.,bubbyandflapo,The shores of Lake Titicaca,,I'm a unicorn. I said what I said. #FuckTrump #SKOL,,"{'hashtags': [{'text': 'BREAKING', 'indices': [16, 25]}, {'text': 'Trump', 'indices': [69, 75]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Emolclause', 'name': 'Emoluments Clause', 'id': 802649176299466752, 'id_str': '802649176299466752', 'indices': [3, 14]}, {'screen_name': 'CREWcrew', 'name': 'Citizens for Ethics', 'id': 22187085, 'id_str': '22187085', 'indices': [54, 63]}], 'urls': []}","GOOG, GOOGL",Google,Google,2698
2019-12-26 23:59:46,1210349515296759808,RT @Emolclause: #BREAKING:Now we find out courtesy of @CREWcrew that #Trump's DC Hotel SPIKED its room rates from $500/day to a WHOPPING $6…,299220494,b.,betseybess,"Nevada via Littlerock, Cali",,"Retired from teaching after 32 years! I'm an advocate for children, our military and all animals.I'm a proud grandma to 2granddaughters.
Hillarywon Popular Vote",,"{'hashtags': [{'text': 'BREAKING', 'indices': [16, 25]}, {'text': 'Trump', 'indices': [69, 75]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Emolclause', 'name': 'Emoluments Clause', 'id': 802649176299466752, 'id_str': '802649176299466752', 'indices': [3, 14]}, {'screen_name': 'CREWcrew', 'name': 'Citizens for Ethics', 'id': 22187085, 'id_str': '22187085', 'indices': [54, 63]}], 'urls': []}","GOOG, GOOGL",Google,Google,2965
2019-12-26 23:59:42,1210349497240477700,RT @Emolclause: #BREAKING:Now we find out courtesy of @CREWcrew that #Trump's DC Hotel SPIKED its room rates from $500/day to a WHOPPING $6…,227643079,Heather Hamilton,grandmah05,"Niagara Falls, NY",,Grandmother of 5,,"{'hashtags': [{'text': 'BREAKING', 'indices': [16, 25]}, {'text': 'Trump', 'indices': [69, 75]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Emolclause', 'name': 'Emoluments Clause', 'id': 802649176299466752, 'id_str': '802649176299466752', 'indices': [3, 14]}, {'screen_name': 'CREWcrew', 'name': 'Citizens for Ethics', 'id': 22187085, 'id_str': '22187085', 'indices': [54, 63]}], 'urls': []}","GOOG, GOOGL",Google,Google,128
2019-12-26 23:59:07,1210349353497436162,RT @Emolclause: #BREAKING:Now we find out courtesy of @CREWcrew that #Trump's DC Hotel SPIKED its room rates from $500/day to a WHOPPING $6…,610042918,shell,ShellHuch,"Austin, Texas  USA",,"This Texan 💙 Beto O’rourke! Nancy Pelosi is my hero! Thank you, Dr. Hill. “Circumstance does not make the man; it reveals him to himself.” - James Allen",,"{'hashtags': [{'text': 'BREAKING', 'indices': [16, 25]}, {'text': 'Trump', 'indices': [69, 75]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Emolclause', 'name': 'Emoluments Clause', 'id': 802649176299466752, 'id_str': '802649176299466752', 'indices': [3, 14]}, {'screen_name': 'CREWcrew', 'name': 'Citizens for Ethics', 'id': 22187085, 'id_str': '22187085', 'indices': [54, 63]}], 'urls': []}","GOOG, GOOGL",Google,Google,1840
2019-12-26 23:59:07,1210349352725692416,RT @Emolclause: #BREAKING:Now we find out courtesy of @CREWcrew that #Trump's DC Hotel SPIKED its room rates from $500/day to a WHOPPING $6…,2396852190,Pete Macguyver,Bulldogpm,Heartlands,,This is IT!!! The UNCIVIL war for our country. We're fighting our Cold War nemesis Russia and it's puppets - 45 & the Republican Party(KGOP) #RESISTTYRANNY,,"{'hashtags': [{'text': 'BREAKING', 'indices': [16, 25]}, {'text': 'Trump', 'indices': [69, 75]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Emolclause', 'name': 'Emoluments Clause', 'id': 802649176299466752, 'id_str': '802649176299466752', 'indices': [3, 14]}, {'screen_name': 'CREWcrew', 'name': 'Citizens for Ethics', 'id': 22187085, 'id_str': '22187085', 'indices': [54, 63]}], 'urls': []}","GOOG, GOOGL",Google,Google,3409
2019-12-26 23:59:07,1210349350594871296,RT @Emolclause: #BREAKING:Now we find out courtesy of @CREWcrew that #Trump's DC Hotel SPIKED its room rates from $500/day to a WHOPPING $6…,3058849920,Jean M. Cavalli,jmcavaM,,,,,"{'hashtags': [{'text': 'BREAKING', 'indices': [16, 25]}, {'text': 'Trump', 'indices': [69, 75]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Emolclause', 'name': 'Emoluments Clause', 'id': 802649176299466752, 'id_str': '802649176299466752', 'indices': [3, 14]}, {'screen_name': 'CREWcrew', 'name': 'Citizens for Ethics', 'id': 22187085, 'id_str': '22187085', 'indices': [54, 63]}], 'urls': []}","GOOG, GOOGL",Google,Google,1008
2019-12-26 23:58:59,1210349317816561666,"RT @America1stTiger: 🚨This is Disturbing and Frightening🚨

Everyone knows that #Google, #Twitter and other ""Big Tech"" dirtbags are helping…",260857015,XWendyBX🌟⭐🌟,TennFloridian,,,,,"{'hashtags': [{'text': 'Google', 'indices': [79, 86]}, {'text': 'Twitter', 'indices': [88, 96]}], 'symbols': [], 'user_mentions': [{'screen_name': 'America1stTiger', 'name': 'America1stTiger - Text TRUMP to 88022', 'id': 1095748328996913157, 'id_str': '1095748328996913157', 'indices': [3, 19]}], 'urls': []}","GOOG, GOOGL",Google,Google,823
